FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
48,Texas,2007,7,"17,402,744   ","11,421,250   ",65.6,"10,928,845   ",62.8,"492,405   ",4.3
49,Utah,2007,7,"1,892,813   ","1,378,927   ",72.9,"1,343,693   ",71.0,"35,234   ",2.6
50,Vermont,2007,7,"502,403   ","352,634   ",70.2,"338,784   ",67.4,"13,850   ",3.9
51,Virginia,2007,7,"5,859,929   ","4,034,464   ",68.8,"3,905,389   ",66.6,"129,075   ",3.2
53,Washington,2007,7,"5,009,419   ","3,401,159   ",67.9,"3,245,815   ",64.8,"155,344   ",4.6
54,West Virginia,2007,7,"1,444,435   ","803,177   ",55.6,"764,977   ",53.0,"38,200   ",4.8
55,Wisconsin,2007,7,"4,359,501   ","3,086,615   ",70.8,"2,936,378   ",67.4,"150,237   ",4.9
56,Wyoming,2007,7,"403,916   ","291,070   ",72.1,"282,958   ",70.1,"8,112   ",2.8
1,Alabama,2007,8,"3,561,917   ","2,177,930   ",61.1,"2,088,560   ",58.6,"89,370   ",4.1
2,Alaska,2007,8,"496,548   ","350,146   ",70.5,"328,057   ",66.1,"22,089   ",6.3
4,Arizona,2007,8,"4,776,490   ","3,013,553   ",63.1,"2,906,699   ",60.9,"106,854   ",3.5
5,Arkansas,2007,8,"2,168,911   ","1,349,562   ",62.2,"1,275,104   ",58.8,"74,458   ",5.5
6,California,2007,8,"27,303,913   ","17,937,431   ",65.7,"16,962,173   ",62.1,"975,258   ",5.4
8,Colorado,2007,8,"3,701,828   ","2,697,211   ",72.9,"2,596,232   ",70.1,"100,979   ",3.7
9,Connecticut,2007,8,"2,709,153   ","1,857,126   ",68.6,"1,773,734   ",65.5,"83,392   ",4.5
10,Delaware,2007,8,"669,353   ","444,788   ",66.5,"429,083   ",64.1,"15,705   ",3.5
11,District of Columbia,2007,8,"473,631   ","326,098   ",68.9,"306,820   ",64.8,"19,278   ",5.9
12,Florida,2007,8,"14,359,617   ","9,113,142   ",63.5,"8,801,072   ",61.3,"312,070   ",3.4
13,Georgia,2007,8,"7,093,411   ","4,816,462   ",67.9,"4,578,064   ",64.5,"238,398   ",4.9
15,Hawaii,2007,8,"969,244   ","634,307   ",65.4,"616,467   ",63.6,"17,840   ",2.8
16,Idaho,2007,8,"1,115,743   ","757,610   ",67.9,"733,890   ",65.8,"23,720   ",3.1
17,Illinois,2007,8,"9,751,568   ","6,659,740   ",68.3,"6,311,421   ",64.7,"348,319   ",5.2
18,Indiana,2007,8,"4,841,311   ","3,189,936   ",65.9,"3,042,056   ",62.8,"147,880   ",4.6
19,Iowa,2007,8,"2,307,852   ","1,661,174   ",72.0,"1,599,243   ",69.3,"61,931   ",3.7
20,Kansas,2007,8,"2,098,568   ","1,485,166   ",70.8,"1,422,076   ",67.8,"63,090   ",4.2
21,Kentucky,2007,8,"3,277,367   ","2,030,101   ",61.9,"1,920,430   ",58.6,"109,671   ",5.4
22,Louisiana,2007,8,"3,301,976   ","2,022,752   ",61.3,"1,941,466   ",58.8,"81,286   ",4.0
23,Maine,2007,8,"1,057,594   ","697,898   ",66.0,"664,625   ",62.8,"33,273   ",4.8
24,Maryland,2007,8,"4,329,119   ","2,987,929   ",69.0,"2,877,897   ",66.5,"110,032   ",3.7
25,Massachusetts,2007,8,"5,139,706   ","3,431,305   ",66.8,"3,277,143   ",63.8,"154,162   ",4.5
26,Michigan,2007,8,"7,776,510   ","4,987,655   ",64.1,"4,628,409   ",59.5,"359,246   ",7.2
27,Minnesota,2007,8,"4,018,335   ","2,896,949   ",72.1,"2,760,940   ",68.7,"136,009   ",4.7
28,Mississippi,2007,8,"2,173,543   ","1,292,419   ",59.5,"1,214,328   ",55.9,"78,091   ",6.0
29,Missouri,2007,8,"4,538,164   ","3,059,270   ",67.4,"2,899,435   ",63.9,"159,835   ",5.2
30,Montana,2007,8,"751,782   ","506,257   ",67.3,"487,785   ",64.9,"18,472   ",3.6
31,Nebraska,2007,8,"1,343,491   ","980,593   ",73.0,"950,869   ",70.8,"29,724   ",3.0
32,Nevada,2007,8,"1,945,510   ","1,348,473   ",69.3,"1,284,830   ",66.0,"63,643   ",4.7
33,New Hampshire,2007,8,"1,044,147   ","737,376   ",70.6,"712,204   ",68.2,"25,172   ",3.4
34,New Jersey,2007,8,"6,689,085   ","4,433,145   ",66.3,"4,245,978   ",63.5,"187,167   ",4.2
35,New Mexico,2007,8,"1,485,517   ","919,483   ",61.9,"887,348   ",59.7,"32,135   ",3.5
36,New York,2007,8,"15,203,594   ","9,509,680   ",62.5,"9,077,545   ",59.7,"432,135   ",4.5
37,North Carolina,2007,8,"6,900,621   ","4,533,684   ",65.7,"4,297,291   ",62.3,"236,393   ",5.2
38,North Dakota,2007,8,"496,058   ","367,248   ",74.0,"356,046   ",71.8,"11,202   ",3.1
39,Ohio,2007,8,"8,904,792   ","6,015,646   ",67.6,"5,672,744   ",63.7,"342,902   ",5.7
40,Oklahoma,2007,8,"2,719,731   ","1,721,008   ",63.3,"1,652,431   ",60.8,"68,577   ",4.0
41,Oregon,2007,8,"2,932,301   ","1,910,361   ",65.1,"1,809,306   ",61.7,"101,055   ",5.3
42,Pennsylvania,2007,8,"9,836,784   ","6,351,089   ",64.6,"6,058,375   ",61.6,"292,714   ",4.6
44,Rhode Island,2007,8,"837,455   ","570,405   ",68.1,"540,790   ",64.6,"29,615   ",5.2
45,South Carolina,2007,8,"3,382,973   ","2,148,004   ",63.5,"2,020,142   ",59.7,"127,862   ",6.0
46,South Dakota,2007,8,"605,796   ","436,349   ",72.0,"423,869   ",70.0,"12,480   ",2.9
47,Tennessee,2007,8,"4,768,036   ","3,039,495   ",63.7,"2,898,731   ",60.8,"140,764   ",4.6
48,Texas,2007,8,"17,433,249   ","11,437,858   ",65.6,"10,942,199   ",62.8,"495,659   ",4.3
49,Utah,2007,8,"1,896,507   ","1,381,216   ",72.8,"1,345,301   ",70.9,"35,915   ",2.6
50,Vermont,2007,8,"502,642   ","352,250   ",70.1,"338,324   ",67.3,"13,926   ",4.0
51,Virginia,2007,8,"5,866,159   ","4,042,707   ",68.9,"3,910,208   ",66.7,"132,499   ",3.3
53,Washington,2007,8,"5,016,731   ","3,409,111   ",68.0,"3,251,381   ",64.8,"157,730   ",4.6
54,West Virginia,2007,8,"1,444,930   ","804,627   ",55.7,"765,916   ",53.0,"38,711   ",4.8
55,Wisconsin,2007,8,"4,362,443   ","3,088,677   ",70.8,"2,936,986   ",67.3,"151,691   ",4.9
56,Wyoming,2007,8,"404,543   ","291,531   ",72.1,"283,401   ",70.1,"8,130   ",2.8
1,Alabama,2007,9,"3,565,336   ","2,179,782   ",61.1,"2,088,878   ",58.6,"90,904   ",4.2
2,Alaska,2007,9,"496,997   ","350,731   ",70.6,"328,614   ",66.1,"22,117   ",6.3
4,Arizona,2007,9,"4,786,223   ","3,018,977   ",63.1,"2,908,422   ",60.8,"110,555   ",3.7
5,Arkansas,2007,9,"2,170,921   ","1,350,759   ",62.2,"1,276,385   ",58.8,"74,374   ",5.5
6,California,2007,9,"27,336,405   ","17,966,927   ",65.7,"16,969,958   ",62.1,"996,969   ",5.5
8,Colorado,2007,9,"3,708,531   ","2,706,470   ",73.0,"2,601,718   ",70.2,"104,752   ",3.9
9,Connecticut,2007,9,"2,711,285   ","1,859,938   ",68.6,"1,775,209   ",65.5,"84,729   ",4.6
10,Delaware,2007,9,"670,273   ","445,525   ",66.5,"429,558   ",64.1,"15,967   ",3.6
11,District of Columbia,2007,9,"474,047   ","327,267   ",69.0,"307,902   ",65.0,"19,365   ",5.9
12,Florida,2007,9,"14,373,626   ","9,122,980   ",63.5,"8,797,471   ",61.2,"325,509   ",3.6
13,Georgia,2007,9,"7,104,351   ","4,826,570   ",67.9,"4,584,166   ",64.5,"242,404   ",5.0
15,Hawaii,2007,9,"969,891   ","634,954   ",65.5,"616,466   ",63.6,"18,488   ",2.9
16,Idaho,2007,9,"1,117,698   ","757,879   ",67.8,"733,406   ",65.6,"24,473   ",3.2
17,Illinois,2007,9,"9,758,656   ","6,674,906   ",68.4,"6,317,812   ",64.7,"357,094   ",5.3
18,Indiana,2007,9,"4,845,110   ","3,196,416   ",66.0,"3,045,872   ",62.9,"150,544   ",4.7
19,Iowa,2007,9,"2,309,268   ","1,663,352   ",72.0,"1,600,949   ",69.3,"62,403   ",3.8
20,Kansas,2007,9,"2,100,032   ","1,486,755   ",70.8,"1,422,954   ",67.8,"63,801   ",4.3
21,Kentucky,2007,9,"3,280,860   ","2,030,322   ",61.9,"1,919,801   ",58.5,"110,521   ",5.4
22,Louisiana,2007,9,"3,307,526   ","2,027,354   ",61.3,"1,947,292   ",58.9,"80,062   ",3.9
23,Maine,2007,9,"1,058,224   ","698,665   ",66.0,"665,148   ",62.9,"33,517   ",4.8
24,Maryland,2007,9,"4,332,260   ","2,992,773   ",69.1,"2,882,585   ",66.5,"110,188   ",3.7
25,Massachusetts,2007,9,"5,144,605   ","3,432,460   ",66.7,"3,277,791   ",63.7,"154,669   ",4.5
26,Michigan,2007,9,"7,777,126   ","4,986,270   ",64.1,"4,623,665   ",59.5,"362,605   ",7.3
27,Minnesota,2007,9,"4,021,916   ","2,897,029   ",72.0,"2,759,599   ",68.6,"137,430   ",4.7
28,Mississippi,2007,9,"2,175,146   ","1,295,815   ",59.6,"1,217,572   ",56.0,"78,243   ",6.0
29,Missouri,2007,9,"4,542,485   ","3,062,504   ",67.4,"2,900,171   ",63.8,"162,333   ",5.3
30,Montana,2007,9,"752,706   ","507,153   ",67.4,"488,205   ",64.9,"18,948   ",3.7
31,Nebraska,2007,9,"1,344,485   ","981,750   ",73.0,"951,958   ",70.8,"29,792   ",3.0
32,Nevada,2007,9,"1,948,879   ","1,352,002   ",69.4,"1,286,632   ",66.0,"65,370   ",4.8
33,New Hampshire,2007,9,"1,044,982   ","737,902   ",70.6,"712,965   ",68.2,"24,937   ",3.4
34,New Jersey,2007,9,"6,693,130   ","4,439,191   ",66.3,"4,249,429   ",63.5,"189,762   ",4.3
35,New Mexico,2007,9,"1,487,059   ","921,102   ",61.9,"888,518   ",59.8,"32,584   ",3.5
36,New York,2007,9,"15,212,214   ","9,525,259   ",62.6,"9,087,657   ",59.7,"437,602   ",4.6
37,North Carolina,2007,9,"6,912,348   ","4,539,861   ",65.7,"4,299,964   ",62.2,"239,897   ",5.3
38,North Dakota,2007,9,"496,364   ","367,720   ",74.1,"356,480   ",71.8,"11,240   ",3.1
39,Ohio,2007,9,"8,908,449   ","6,015,396   ",67.5,"5,671,388   ",63.7,"344,008   ",5.7
40,Oklahoma,2007,9,"2,722,273   ","1,722,237   ",63.3,"1,654,437   ",60.8,"67,800   ",3.9
41,Oregon,2007,9,"2,936,407   ","1,914,597   ",65.2,"1,812,240   ",61.7,"102,357   ",5.3
42,Pennsylvania,2007,9,"9,843,273   ","6,362,760   ",64.6,"6,064,488   ",61.6,"298,272   ",4.7
44,Rhode Island,2007,9,"837,643   ","570,798   ",68.1,"540,203   ",64.5,"30,595   ",5.4
45,South Carolina,2007,9,"3,389,023   ","2,146,114   ",63.3,"2,018,109   ",59.5,"128,005   ",6.0
46,South Dakota,2007,9,"606,448   ","436,671   ",72.0,"424,175   ",69.9,"12,496   ",2.9
47,Tennessee,2007,9,"4,773,950   ","3,043,398   ",63.8,"2,896,840   ",60.7,"146,558   ",4.8
48,Texas,2007,9,"17,464,661   ","11,459,823   ",65.6,"10,960,290   ",62.8,"499,533   ",4.4
49,Utah,2007,9,"1,900,303   ","1,383,625   ",72.8,"1,346,964   ",70.9,"36,661   ",2.6
50,Vermont,2007,9,"502,894   ","352,038   ",70.0,"338,053   ",67.2,"13,985   ",4.0
51,Virginia,2007,9,"5,872,564   ","4,052,349   ",69.0,"3,915,752   ",66.7,"136,597   ",3.4
53,Washington,2007,9,"5,024,250   ","3,417,771   ",68.0,"3,258,296   ",64.9,"159,475   ",4.7
54,West Virginia,2007,9,"1,445,488   ","806,067   ",55.8,"766,894   ",53.1,"39,173   ",4.9
55,Wisconsin,2007,9,"4,365,543   ","3,090,646   ",70.8,"2,938,383   ",67.3,"152,263   ",4.9
56,Wyoming,2007,9,"405,178   ","291,994   ",72.1,"283,956   ",70.1,"8,038   ",2.8
1,Alabama,2007,10,"3,568,596   ","2,181,628   ",61.1,"2,088,944   ",58.5,"92,684   ",4.2
2,Alaska,2007,10,"497,450   ","351,277   ",70.6,"329,175   ",66.2,"22,102   ",6.3
4,Arizona,2007,10,"4,795,667   ","3,026,157   ",63.1,"2,910,471   ",60.7,"115,686   ",3.8
5,Arkansas,2007,10,"2,172,797   ","1,352,032   ",62.2,"1,278,323   ",58.8,"73,709   ",5.5
6,California,2007,10,"27,367,418   ","17,993,950   ",65.7,"16,976,329   ",62.0,"1,017,621   ",5.7
8,Colorado,2007,10,"3,715,036   ","2,714,544   ",73.1,"2,606,543   ",70.2,"108,001   ",4.0
9,Connecticut,2007,10,"2,713,317   ","1,862,997   ",68.7,"1,776,872   ",65.5,"86,125   ",4.6
10,Delaware,2007,10,"671,234   ","446,439   ",66.5,"430,080   ",64.1,"16,359   ",3.7
11,District of Columbia,2007,10,"474,432   ","328,517   ",69.2,"309,035   ",65.1,"19,482   ",5.9
12,Florida,2007,10,"14,386,906   ","9,135,500   ",63.5,"8,795,668   ",61.1,"339,832   ",3.7
13,Georgia,2007,10,"7,115,031   ","4,836,836   ",68.0,"4,589,565   ",64.5,"247,271   ",5.1
15,Hawaii,2007,10,"970,511   ","636,095   ",65.5,"617,035   ",63.6,"19,060   ",3.0
16,Idaho,2007,10,"1,119,585   ","757,432   ",67.7,"732,664   ",65.4,"24,768   ",3.3
17,Illinois,2007,10,"9,765,252   ","6,687,735   ",68.5,"6,322,851   ",64.7,"364,884   ",5.5
18,Indiana,2007,10,"4,848,744   ","3,204,215   ",66.1,"3,051,752   ",62.9,"152,463   ",4.8
19,Iowa,2007,10,"2,310,605   ","1,665,743   ",72.1,"1,603,116   ",69.4,"62,627   ",3.8
20,Kansas,2007,10,"2,101,341   ","1,487,983   ",70.8,"1,423,641   ",67.7,"64,342   ",4.3
21,Kentucky,2007,10,"3,284,212   ","2,030,463   ",61.8,"1,919,867   ",58.5,"110,596   ",5.4
22,Louisiana,2007,10,"3,312,952   ","2,032,731   ",61.4,"1,952,978   ",58.9,"79,753   ",3.9
23,Maine,2007,10,"1,058,844   ","699,588   ",66.1,"666,019   ",62.9,"33,569   ",4.8
24,Maryland,2007,10,"4,335,243   ","2,997,232   ",69.1,"2,887,521   ",66.6,"109,711   ",3.7
25,Massachusetts,2007,10,"5,149,281   ","3,434,433   ",66.7,"3,279,271   ",63.7,"155,162   ",4.5
26,Michigan,2007,10,"7,777,378   ","4,983,547   ",64.1,"4,619,463   ",59.4,"364,084   ",7.3
27,Minnesota,2007,10,"4,025,298   ","2,897,040   ",72.0,"2,758,855   ",68.5,"138,185   ",4.8
28,Mississippi,2007,10,"2,176,634   ","1,299,111   ",59.7,"1,220,565   ",56.1,"78,546   ",6.0
29,Missouri,2007,10,"4,546,601   ","3,064,788   ",67.4,"2,900,818   ",63.8,"163,970   ",5.4
30,Montana,2007,10,"753,561   ","508,080   ",67.4,"488,870   ",64.9,"19,210   ",3.8
31,Nebraska,2007,10,"1,345,387   ","982,695   ",73.0,"953,057   ",70.8,"29,638   ",3.0
32,Nevada,2007,10,"1,952,165   ","1,355,515   ",69.4,"1,288,393   ",66.0,"67,122   ",5.0
33,New Hampshire,2007,10,"1,045,757   ","738,556   ",70.6,"713,731   ",68.3,"24,825   ",3.4
34,New Jersey,2007,10,"6,696,818   ","4,446,740   ",66.4,"4,253,671   ",63.5,"193,069   ",4.3
35,New Mexico,2007,10,"1,488,458   ","923,117   ",62.0,"889,896   ",59.8,"33,221   ",3.6
36,New York,2007,10,"15,220,098   ","9,541,506   ",62.7,"9,099,049   ",59.8,"442,457   ",4.6
37,North Carolina,2007,10,"6,923,763   ","4,545,177   ",65.6,"4,303,422   ",62.2,"241,755   ",5.3
38,North Dakota,2007,10,"496,661   ","368,303   ",74.2,"357,073   ",71.9,"11,230   ",3.0
39,Ohio,2007,10,"8,911,693   ","6,016,279   ",67.5,"5,671,830   ",63.6,"344,449   ",5.7
40,Oklahoma,2007,10,"2,724,649   ","1,723,543   ",63.3,"1,657,137   ",60.8,"66,406   ",3.9
41,Oregon,2007,10,"2,940,386   ","1,918,769   ",65.3,"1,815,958   ",61.8,"102,811   ",5.4
42,Pennsylvania,2007,10,"9,849,346   ","6,373,535   ",64.7,"6,070,703   ",61.6,"302,832   ",4.8
44,Rhode Island,2007,10,"837,770   ","571,100   ",68.2,"539,446   ",64.4,"31,654   ",5.5
45,South Carolina,2007,10,"3,394,942   ","2,144,524   ",63.2,"2,016,549   ",59.4,"127,975   ",6.0
46,South Dakota,2007,10,"607,011   ","436,942   ",72.0,"424,539   ",69.9,"12,403   ",2.8
47,Tennessee,2007,10,"4,779,666   ","3,046,663   ",63.7,"2,894,542   ",60.6,"152,121   ",5.0
48,Texas,2007,10,"17,495,067   ","11,484,031   ",65.6,"10,981,282   ",62.8,"502,749   ",4.4
49,Utah,2007,10,"1,904,011   ","1,385,953   ",72.8,"1,348,475   ",70.8,"37,478   ",2.7
50,Vermont,2007,10,"503,126   ","351,966   ",70.0,"337,926   ",67.2,"14,040   ",4.0
51,Virginia,2007,10,"5,878,751   ","4,062,269   ",69.1,"3,921,492   ",66.7,"140,777   ",3.5
53,Washington,2007,10,"5,031,493   ","3,426,353   ",68.1,"3,266,024   ",64.9,"160,329   ",4.7
54,West Virginia,2007,10,"1,445,972   ","807,066   ",55.8,"767,739   ",53.1,"39,327   ",4.9
55,Wisconsin,2007,10,"4,368,458   ","3,091,929   ",70.8,"2,940,541   ",67.3,"151,388   ",4.9
56,Wyoming,2007,10,"405,800   ","292,498   ",72.1,"284,587   ",70.1,"7,911   ",2.7
1,Alabama,2007,11,"3,571,609   ","2,182,775   ",61.1,"2,088,237   ",58.5,"94,538   ",4.3
2,Alaska,2007,11,"497,891   ","351,710   ",70.6,"329,677   ",66.2,"22,033   ",6.3
4,Arizona,2007,11,"4,804,966   ","3,033,968   ",63.1,"2,912,955   ",60.6,"121,013   ",4.0
5,Arkansas,2007,11,"2,174,594   ","1,352,941   ",62.2,"1,280,515   ",58.9,"72,426   ",5.4
6,California,2007,11,"27,397,478   ","18,015,561   ",65.8,"16,980,264   ",62.0,"1,035,297   ",5.7
8,Colorado,2007,11,"3,721,443   ","2,721,095   ",73.1,"2,610,602   ",70.2,"110,493   ",4.1
9,Connecticut,2007,11,"2,715,153   ","1,865,712   ",68.7,"1,778,299   ",65.5,"87,413   ",4.7
10,Delaware,2007,11,"672,135   ","447,478   ",66.6,"430,714   ",64.1,"16,764   ",3.7
11,District of Columbia,2007,11,"474,808   ","329,628   ",69.4,"310,023   ",65.3,"19,605   ",5.9
12,Florida,2007,11,"14,399,166   ","9,148,193   ",63.5,"8,793,740   ",61.1,"354,453   ",3.9
13,Georgia,2007,11,"7,125,436   ","4,846,765   ",68.0,"4,594,075   ",64.5,"252,690   ",5.2
15,Hawaii,2007,11,"971,191   ","637,526   ",65.6,"618,088   ",63.6,"19,438   ",3.0
16,Idaho,2007,11,"1,121,480   ","756,280   ",67.4,"731,723   ",65.2,"24,557   ",3.2
17,Illinois,2007,11,"9,771,394   ","6,697,912   ",68.5,"6,327,482   ",64.8,"370,430   ",5.5
18,Indiana,2007,11,"4,852,139   ","3,211,460   ",66.2,"3,058,115   ",63.0,"153,345   ",4.8
19,Iowa,2007,11,"2,311,802   ","1,667,996   ",72.2,"1,605,547   ",69.5,"62,449   ",3.7
20,Kansas,2007,11,"2,102,572   ","1,488,571   ",70.8,"1,424,075   ",67.7,"64,496   ",4.3
21,Kentucky,2007,11,"3,287,457   ","2,029,895   ",61.7,"1,919,969   ",58.4,"109,926   ",5.4
22,Louisiana,2007,11,"3,318,199   ","2,038,038   ",61.4,"1,957,597   ",59.0,"80,441   ",3.9
23,Maine,2007,11,"1,059,364   ","700,420   ",66.1,"667,037   ",63.0,"33,383   ",4.8
24,Maryland,2007,11,"4,337,998   ","3,000,787   ",69.2,"2,892,173   ",66.7,"108,614   ",3.6
25,Massachusetts,2007,11,"5,153,707   ","3,437,265   ",66.7,"3,281,811   ",63.7,"155,454   ",4.5
26,Michigan,2007,11,"7,777,233   ","4,978,443   ",64.0,"4,615,704   ",59.3,"362,739   ",7.3
27,Minnesota,2007,11,"4,028,498   ","2,896,893   ",71.9,"2,758,896   ",68.5,"137,997   ",4.8
28,Mississippi,2007,11,"2,178,005   ","1,301,574   ",59.8,"1,222,882   ",56.1,"78,692   ",6.0
29,Missouri,2007,11,"4,550,492   ","3,065,589   ",67.4,"2,900,868   ",63.7,"164,721   ",5.4
30,Montana,2007,11,"754,430   ","508,950   ",67.5,"489,629   ",64.9,"19,321   ",3.8
31,Nebraska,2007,11,"1,346,253   ","983,488   ",73.1,"954,064   ",70.9,"29,424   ",3.0
32,Nevada,2007,11,"1,955,382   ","1,358,745   ",69.5,"1,289,934   ",66.0,"68,811   ",5.1
33,New Hampshire,2007,11,"1,046,517   ","739,282   ",70.6,"714,482   ",68.3,"24,800   ",3.4
34,New Jersey,2007,11,"6,700,159   ","4,455,133   ",66.5,"4,258,556   ",63.6,"196,577   ",4.4
35,New Mexico,2007,11,"1,489,820   ","925,216   ",62.1,"891,317   ",59.8,"33,899   ",3.7
36,New York,2007,11,"15,227,156   ","9,556,141   ",62.8,"9,109,703   ",59.8,"446,438   ",4.7
37,North Carolina,2007,11,"6,934,914   ","4,548,881   ",65.6,"4,307,399   ",62.1,"241,482   ",5.3
38,North Dakota,2007,11,"496,951   ","368,915   ",74.2,"357,796   ",72.0,"11,119   ",3.0
39,Ohio,2007,11,"8,914,436   ","6,016,931   ",67.5,"5,673,416   ",63.6,"343,515   ",5.7
40,Oklahoma,2007,11,"2,726,950   ","1,724,548   ",63.2,"1,660,213   ",60.9,"64,335   ",3.7
41,Oregon,2007,11,"2,944,204   ","1,922,205   ",65.3,"1,819,994   ",61.8,"102,211   ",5.3
42,Pennsylvania,2007,11,"9,854,658   ","6,382,502   ",64.8,"6,076,768   ",61.7,"305,734   ",4.8
44,Rhode Island,2007,11,"837,856   ","571,118   ",68.2,"538,458   ",64.3,"32,660   ",5.7
45,South Carolina,2007,11,"3,400,722   ","2,143,103   ",63.0,"2,015,474   ",59.3,"127,629   ",6.0
46,South Dakota,2007,11,"607,603   ","437,109   ",71.9,"424,927   ",69.9,"12,182   ",2.8
47,Tennessee,2007,11,"4,785,177   ","3,048,534   ",63.7,"2,891,923   ",60.4,"156,611   ",5.1
48,Texas,2007,11,"17,525,088   ","11,508,120   ",65.7,"11,004,022   ",62.8,"504,098   ",4.4
49,Utah,2007,11,"1,907,684   ","1,387,937   ",72.8,"1,349,690   ",70.8,"38,247   ",2.8
50,Vermont,2007,11,"503,341   ","351,983   ",69.9,"337,899   ",67.1,"14,084   ",4.0
51,Virginia,2007,11,"5,884,697   ","4,071,799   ",69.2,"3,927,530   ",66.7,"144,269   ",3.5
53,Washington,2007,11,"5,038,548   ","3,434,198   ",68.2,"3,274,082   ",65.0,"160,116   ",4.7
54,West Virginia,2007,11,"1,446,379   ","807,417   ",55.8,"768,357   ",53.1,"39,060   ",4.8
55,Wisconsin,2007,11,"4,371,156   ","3,092,492   ",70.7,"2,943,825   ",67.3,"148,667   ",4.8
56,Wyoming,2007,11,"406,411   ","293,057   ",72.1,"285,260   ",70.2,"7,797   ",2.7
1,Alabama,2007,12,"3,574,475   ","2,183,086   ",61.1,"2,086,564   ",58.4,"96,522   ",4.4
2,Alaska,2007,12,"498,284   ","352,134   ",70.7,"330,190   ",66.3,"21,944   ",6.2
4,Arizona,2007,12,"4,813,893   ","3,041,613   ",63.2,"2,915,755   ",60.6,"125,858   ",4.1
5,Arkansas,2007,12,"2,176,232   ","1,353,447   ",62.2,"1,282,727   ",58.9,"70,720   ",5.2
6,California,2007,12,"27,425,922   ","18,032,573   ",65.8,"16,982,149   ",61.9,"1,050,424   ",5.8
8,Colorado,2007,12,"3,727,619   ","2,726,104   ",73.1,"2,613,895   ",70.1,"112,209   ",4.1
9,Connecticut,2007,12,"2,716,819   ","1,867,928   ",68.8,"1,779,384   ",65.5,"88,544   ",4.7
10,Delaware,2007,12,"672,993   ","448,554   ",66.7,"431,428   ",64.1,"17,126   ",3.8
11,District of Columbia,2007,12,"475,153   ","330,482   ",69.6,"310,744   ",65.4,"19,738   ",6.0
12,Florida,2007,12,"14,410,520   ","9,159,259   ",63.6,"8,789,788   ",61.0,"369,471   ",4.0
13,Georgia,2007,12,"7,135,470   ","4,856,726   ",68.1,"4,598,040   ",64.4,"258,686   ",5.3
15,Hawaii,2007,12,"971,788   ","639,094   ",65.8,"619,435   ",63.7,"19,659   ",3.1
16,Idaho,2007,12,"1,123,263   ","754,691   ",67.2,"730,659   ",65.0,"24,032   ",3.2
17,Illinois,2007,12,"9,776,966   ","6,705,536   ",68.6,"6,332,204   ",64.8,"373,332   ",5.6
18,Indiana,2007,12,"4,855,240   ","3,217,636   ",66.3,"3,064,296   ",63.1,"153,340   ",4.8
19,Iowa,2007,12,"2,312,834   ","1,670,033   ",72.2,"1,608,126   ",69.5,"61,907   ",3.7
20,Kansas,2007,12,"2,103,675   ","1,488,603   ",70.8,"1,424,446   ",67.7,"64,157   ",4.3
21,Kentucky,2007,12,"3,290,467   ","2,028,679   ",61.7,"1,919,790   ",58.3,"108,889   ",5.4
22,Louisiana,2007,12,"3,323,283   ","2,042,821   ",61.5,"1,961,120   ",59.0,"81,701   ",4.0
23,Maine,2007,12,"1,059,861   ","701,031   ",66.1,"668,042   ",63.0,"32,989   ",4.7
24,Maryland,2007,12,"4,340,521   ","3,003,897   ",69.2,"2,896,480   ",66.7,"107,417   ",3.6
25,Massachusetts,2007,12,"5,157,761   ","3,440,566   ",66.7,"3,284,993   ",63.7,"155,573   ",4.5
26,Michigan,2007,12,"7,776,660   ","4,970,964   ",63.9,"4,611,446   ",59.3,"359,518   ",7.2
27,Minnesota,2007,12,"4,031,466   ","2,896,769   ",71.9,"2,759,616   ",68.5,"137,153   ",4.7
28,Mississippi,2007,12,"2,179,312   ","1,303,016   ",59.8,"1,224,337   ",56.2,"78,679   ",6.0
29,Missouri,2007,12,"4,554,148   ","3,065,251   ",67.3,"2,900,324   ",63.7,"164,927   ",5.4
30,Montana,2007,12,"755,224   ","509,732   ",67.5,"490,367   ",64.9,"19,365   ",3.8
31,Nebraska,2007,12,"1,347,008   ","984,217   ",73.1,"955,010   ",70.9,"29,207   ",3.0
32,Nevada,2007,12,"1,958,465   ","1,361,625   ",69.5,"1,291,127   ",65.9,"70,498   ",5.2
33,New Hampshire,2007,12,"1,047,214   ","740,089   ",70.7,"715,268   ",68.3,"24,821   ",3.4
34,New Jersey,2007,12,"6,703,077   ","4,463,384   ",66.6,"4,263,387   ",63.6,"199,997   ",4.5
35,New Mexico,2007,12,"1,491,081   ","927,178   ",62.2,"892,693   ",59.9,"34,485   ",3.7
36,New York,2007,12,"15,233,381   ","9,568,190   ",62.8,"9,118,591   ",59.9,"449,599   ",4.7
37,North Carolina,2007,12,"6,945,628   ","4,550,690   ",65.5,"4,311,456   ",62.1,"239,234   ",5.3
38,North Dakota,2007,12,"497,186   ","369,539   ",74.3,"358,627   ",72.1,"10,912   ",3.0
39,Ohio,2007,12,"8,916,628   ","6,016,753   ",67.5,"5,675,653   ",63.7,"341,100   ",5.7
